text,label,group
Your payment failed: send the verification code to receive the reward.,spam,spam_group_286
Your payment failed! Please send the verification code to receive the reward.,spam,spam_group_286
Your payment failed — send the verification code; to receive the reward.,spam,spam_group_286
Your account is suspended: complete verification before midnight or your account will be suspended.,spam,spam_group_287
Your account is suspended! Please complete verification before midnight or your account will be suspended.,spam,spam_group_287
Your account is suspended — complete verification before midnight; or your account will be suspended.,spam,spam_group_287
Your card requires verification: click the link to continue before access is blocked.,spam,spam_group_288
Your card requires verification! Please click the link to continue before access is blocked.,spam,spam_group_288
Your card requires verification — click the link to continue; before access is blocked.,spam,spam_group_288
Your bank security check is pending: claim your prize today to unlock the bonus.,spam,spam_group_289
Your bank security check is pending! Please claim your prize today to unlock the bonus.,spam,spam_group_289
Your bank security check is pending — claim your prize today; to unlock the bonus.,spam,spam_group_289
Your delivery is on hold: share the one-time password to collect the voucher.,spam,spam_group_290
Your delivery is on hold! Please share the one-time password to collect the voucher.,spam,spam_group_290
Your delivery is on hold — share the one-time password; to collect the voucher.,spam,spam_group_290
Loan approved: update your card details to complete the security check.,spam,spam_group_291
Loan approved! Please update your card details to complete the security check.,spam,spam_group_291
Loan approved — update your card details; to complete the security check.,spam,spam_group_291
Investment opportunity: provide your banking details before the deadline.,spam,spam_group_292
Investment opportunity! Please provide your banking details before the deadline.,spam,spam_group_292
Investment opportunity — provide your banking details; before the deadline.,spam,spam_group_292
Cash reward available: respond immediately to avoid suspension to receive your cash prize.,spam,spam_group_293
Cash reward available! Please respond immediately to avoid suspension to receive your cash prize.,spam,spam_group_293
Cash reward available — respond immediately to avoid suspension; to receive your cash prize.,spam,spam_group_293
Free voucher available: reset your password immediately and confirm your credentials.,spam,spam_group_294
Free voucher available! Please reset your password immediately and confirm your credentials.,spam,spam_group_294
Free voucher available — reset your password immediately; and confirm your credentials.,spam,spam_group_294
Bonus waiting for you: unlock your account using this link to avoid a service interruption.,spam,spam_group_295
Bonus waiting for you! Please unlock your account using this link to avoid a service interruption.,spam,spam_group_295
Bonus waiting for you — unlock your account using this link; to avoid a service interruption.,spam,spam_group_295
Lottery result available: confirm your identity now to release the funds.,spam,spam_group_296
Lottery result available! Please confirm your identity now to release the funds.,spam,spam_group_296
Lottery result available — confirm your identity now; to release the funds.,spam,spam_group_296
URGENT: call the number to claim before the offer expires.,spam,spam_group_297
URGENT! Please call the number to claim before the offer expires.,spam,spam_group_297
URGENT — call the number to claim; before the offer expires.,spam,spam_group_297
FINAL NOTICE: transfer the fee to release the reward to receive the reward.,spam,spam_group_298
FINAL NOTICE! Please transfer the fee to release the reward to receive the reward.,spam,spam_group_298
FINAL NOTICE — transfer the fee to release the reward; to receive the reward.,spam,spam_group_298
SECURITY ALERT: open the secure portal now or your account will be suspended.,spam,spam_group_299
SECURITY ALERT! Please open the secure portal now or your account will be suspended.,spam,spam_group_299
SECURITY ALERT — open the secure portal now; or your account will be suspended.,spam,spam_group_299
"Please send the project report tomorrow, as discussed yesterday.",ham,normal_group_0
"Can you send my project report tomorrow and let me know, as discussed yesterday?",ham,normal_group_0
"We need to send the project report tomorrow; this is for a normal task, as discussed yesterday.",ham,normal_group_0
"Please check the college assignment for our college project, from our shared folder.",ham,normal_group_1
"Can you check my college assignment for our college project and let our coordinator know, from our shared folder?",ham,normal_group_1
"We need to check the college assignment for our college project; this is for a normal task, from our shared folder.",ham,normal_group_1
"Please bring the presentation for the presentation, for the next review.",ham,normal_group_2
"Can you bring my presentation for the presentation and let the project lead know, for the next review?",ham,normal_group_2
"We need to bring the presentation for the presentation; this is for a normal task, for the next review.",ham,normal_group_2
